scenario,scenario_label,prop_drop_fraction_of_chord,prop_drop_fraction_of_diameter,prop_drop_m,alpha_deg,cl_total,cd_total,cm_total
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,11.849999999999998,5.299263067639654,7.7879553583174514,-0.6722567833934672
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,12.133333333333333,5.30713347423071,7.765383740748494,-0.6706703417059585
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,12.416666666666668,5.313267677110641,7.740898082769529,-0.669524514057209
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,12.7,5.317425394435125,7.713934722390488,-0.6688729538564164
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,12.983333333333334,5.319423925691822,7.683793625025918,-0.6687880173975078
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,13.266666666666666,5.319143347828423,7.649624479166547,-0.6693647071926081
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,13.55,5.316475676071438,7.610417883727324,-0.6707248475352204
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,13.833333333333332,5.311204861105445,7.565010281103761,-0.6730226163198703
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,14.116666666666667,5.302852798163579,7.51210508962978,-0.6764490207029525
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,14.399999999999999,5.290638088065551,7.450285961308024,-0.6812271890168268
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,14.683333333333334,5.273855211626891,7.377966359350806,-0.6875874572287983
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,14.966666666666665,5.252839862146658,7.293229620354719,-0.6957178283286543
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,15.25,5.229513189427887,7.193664296810772,-0.7057100467750878
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,15.533333333333331,5.205771428010452,7.076619146573499,-0.7175646115738445
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,15.816666666666666,5.1813277232603525,6.9398853457255045,-0.7313023925857258
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,16.099999999999998,5.154272412848712,6.781928300705257,-0.7470912709305553
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,16.383333333333333,5.122728184047029,6.6016475464602085,-0.7652048571654422
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,16.666666666666664,5.085280180088898,6.398302881587172,-0.7858428151303959
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,16.95,5.041097023704768,6.171864705182746,-0.8090430257039714
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,17.233333333333334,4.990823512215426,5.923424805576046,-0.8346322915258162
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,17.516666666666666,4.936992557460987,5.654863704546783,-0.8620204086384664
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,17.8,4.88198824885024,5.368374242202869,-0.8900983550053763
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,18.083333333333332,4.82570123230593,5.0669152280171,-0.9175371754745674
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,18.366666666666667,4.76611349850599,4.754797720042468,-0.9431795498649271
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,18.65,4.701213743080224,4.43748679154139,-0.9661319083632871
